No.,Chemical compound,Logk,Cas,Smiles,Ph,T,Ref,Pubchem_cid,Chemical_class_27,Chemical_class_coarse
426,bisphenol A ,8.3,1980/5/7,CC(C)(C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,12,,https://doi.org/10.1016/j.chemosphere.2008.06.013,,alkane,Aliphatic hydrocarbons
427,"4,4'-Sulfonyldiphenol",7.11,	80-09-1,C1=CC(=CC=C1O)S(=O)(=O)C2=CC=C(C=C2)O,12,,https://doi.org/10.1039/C6EM00580B,,"sulfide, disulfide",Sulfur-containing organics
428,pentachlorophenol ,5.3,87-86-5 ,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)O,N.A. ,,https://doi.org/10.1021/es00021a011,,halogeneted,Halogenated organics
429,pentachlorophenolate ,8.3,87-86-5 ,C1(=C(C(=C(C(=C1Cl)Cl)Cl)Cl)Cl)[O-],N.A. ,,https://doi.org/10.1021/es00021a011,,halogeneted,Halogenated organics
430,"2,4,6-trichlorophenol ",7.23,1988/6/2,C1=C(C=C(C(=C1Cl)O)Cl)Cl,3,,https://doi.org/10.1039/C6EM00580B,,halogeneted,Halogenated organics
431,"2,4,6-Trichlorophenol",8.16,1988/6/2,C1=C(C=C(C(=C1Cl)[O-])Cl)Cl,9,,https://doi.org/10.1021/es00021a011，https://doi.org/10.1016/0045-6535(87)90004-X,,halogeneted,Halogenated organics
432,2-nitrophenol ,6.11,88-75-5 ,C1=CC=C(C(=C1)[N+](=O)[O-])O,N.A. ,,https://doi.org/10.1021/es00021a011,,halogeneted,Halogenated organics
433,2-nitrophenolate ,7.65,88-75-5 ,C1=CC=C(C(=C1)[N+](=O)[O-])[O-],12,,https://doi.org/10.1039/C6EM00580B，https://doi.org/10.1021/es00021a011,,halogeneted,Halogenated organics
434,2-nitro-4-chlorophenolat e,7.33,89-64-5 ,OC1=CC=C(Cl)C=C1[N+]([O-])=O,8,,https://doi.org/10.1016/j.scitotenv.2012.03.034,,alcohol,Oxygenated organics
435,2-methoxyphenol ,6.78,1990/5/1,COC1=CC=CC=C1O,N.A. ,,https://doi.org/10.1021/es00021a011,,alcohol,Oxygenated organics
436,2-methoxyphenolate ,8.64,1990/5/1,COC1=CC=CC=C1[O-],N.A. ,,https://doi.org/10.1021/es00021a011,,alcohol,Oxygenated organics
437,1-hydroxynaphthalene ,7.32,90-15-3 ,C1=CC=C2C(=C1)C=CC=C2O,7,,https://doi.org/10.1016/S1010-6030(99)00172-0,,cyclo,Aromatic & PAHs
438,2-hydroxybiphenyl ,7.64,90-43-7 ,C1=CC=C(C=C1)C2=CC=CC=C2O,11,,https://doi.org/10.1016/0045-6535(93)90113-J,,cyclo,Aromatic & PAHs
439,"2,6-dimethoxyphenol ",7.56,1990/10/1,COC1=C(C(=CC=C1)OC)O,3,,https://doi.org/10.1016/0045-6535(93)90113-J,,diol,Polyfunctional / highly functionalized
440,"2,6-dimethoxyphenolate ",8.94,1990/10/1,COC1=C(C(=CC=C1)OC)[O-],N.A. ,,https://doi.org/10.1021/es00021a011,,diol,Polyfunctional / highly functionalized
441,2-aminonaphthalene ,7.0,91-59-8 ,C1=CC=C2C=C(C=CC2=C1)N,7,,https://doi.org/10.1016/S1010-6030(99)00172-0,,halogeneted,Halogenated organics
442,benzyl-4-hydroxybenzoat e,6.34,94-18-8 ,O=C(C1=CC=C(O)C=C1)OCC2=CC=CC=C2,7,,https://doi.org/10.1016/j.cej.2012.08.097,,alcohol,Oxygenated organics
443,benzyl-4-hydroxybenzoat e,6.8,94-18-8 ,O=C(C1=CC=C(O)C=C1)OCC2=CC=CC=C2,10.8,,https://doi.org/10.1016/j.cej.2012.08.097,,alcohol,Oxygenated organics
444,butylparaben ,6.38,94-26-8 ,CCCCOC(=O)C1=CC=C(C=C1)O,7,,https://doi.org/10.1016/j.cattod.2010.03.040,,alcohol,Oxygenated organics
445,2-chlorophenol ,6.96,95-57-8 ,C1=CC=C(C(=C1)O)Cl,N.A. ,,https://doi.org/10.1021/es00021a011,,halogeneted,Halogenated organics
446,2-chlorophenolate ,8.13,95-57-8 ,C1=CC=C(C(=C1)[O-])Cl,N.A. ,,https://doi.org/10.1021/es00021a011,,halogeneted,Halogenated organics
447,4-chlororesorcinol ,7.32,95-88-5 ,C1=CC(=C(C=C1O)O)Cl,N.A. ,,https://doi.org/10.1016/1010-6030(91)85079-V,,halogeneted,Halogenated organics
448,furfuryl alcohol ,8.1,98-00-0 ,C1=COC(=C1)CO,N.A. ,,https://doi.org/10.1111/j.1751-1097.1993.tb02317.x，https://doi.org/10.1021/es070656t,,alcohol,Oxygenated organics
449,4-tert-butylphenol ,7.08,98-54-4 ,CC(C)(C)C1=CC=C(C=C1)O,N.A. ,,https://doi.org/10.1021/es00021a011,,alkane,Aliphatic hydrocarbons
450,4-tert-butylphenolate ,8.55,98-54-4 ,CC(C)(C)C1=CC=C(C=C1)[O-],N.A. ,,https://doi.org/10.1021/es00021a011,,alkane,Aliphatic hydrocarbons
451,4-acetylphenol ,6.18,99-93-4 ,CC(=O)C1=CC=C(C=C1)O,N.A. ,,https://doi.org/10.1021/es00021a011,,alkane,Aliphatic hydrocarbons
452,4-acetylphenolate ,7.37,99-93-4 ,CC(=O)C1=CC=C(C=C1)[O-],N.A. ,,https://doi.org/10.1021/es00021a011,,alkane,Aliphatic hydrocarbons
453,4-nitrophenol ,5.41,100-02-7 ,C1=CC(=CC=C1[N+](=O)[O-])O,N.A. ,,https://doi.org/10.1021/es00021a011,,halogeneted,Halogenated organics
454,4-nitrophenolate ,6.61,100-02-7 ,C1=CC(=CC=C1[N+](=O)[O-])[O-],N.A. ,,https://doi.org/10.1021/es00021a011,,halogeneted,Halogenated organics
455,"2,4-dimethylphenol ",6.36,105-67-9 ,CC1=CC(=C(C=C1)O)C,3,,https://doi.org/10.1039/C6EM00580B,,alkane,Aliphatic hydrocarbons
456,4-methylphenol ,6.98,106-44-5 ,CC1=CC=C(C=C1)O,N.A. ,,https://doi.org/10.1021/es00021a011,,alkane,Aliphatic hydrocarbons
457,4-methylphenolate ,8.55,106-44-5 ,CC1=CC=C(C=C1)[O-],12,,https://doi.org/10.1039/C6EM00580B，https://doi.org/10.1021/es00021a011,,alkane,Aliphatic hydrocarbons
458,4-chlorophenol ,6.78,106-48-9 ,C1=CC(=CC=C1O)Cl,N.A. ,,https://doi.org/10.1021/es00021a011,,halogeneted,Halogenated organics
459,4-chlorophenolate ,8.29,106-48-9 ,C1=CC(=CC=C1[O-])Cl,N.A. ,,https://doi.org/10.1021/es00021a011,,halogeneted,Halogenated organics
460,3-methylphenol ,7.26,108-39-4 ,CC1=CC(=CC=C1)O,3,,https://doi.org/10.1039/C6EM00580B,,alkane,Aliphatic hydrocarbons
461,3-methylphenolate ,8.31,108-39-4 ,[CH2+]C1=CC(=CC=C1)[O-],12,,https://doi.org/10.1039/C6EM00580B,,halogeneted,Halogenated organics
462,3-chlorophenol ,6.52,108-43-0 ,C1=CC(=CC(=C1)Cl)O,3,,https://doi.org/10.1039/C6EM00580B,,halogeneted,Halogenated organics
463,3-chlorophenolate ,8.17,108-43-0 ,C1=CC(=CC(=C1)Cl)[O-],12,,https://doi.org/10.1039/C6EM00580B,,halogeneted,Halogenated organics
464,m-dihydroxybenzene ,6.98,108-46-3 ,C1=CC(=CC(=C1)O)O,7,,https://doi.org/10.1016/1010-6030(91)85079-V，https://doi.org/10.1016/j.watres.2013.08.029,,halogeneted,Halogenated organics
465,phenol ,6.42,108-95-2 ,C1=CC=C(C=C1)O,N.A. ,,https://doi.org/10.1021/es00021a011,,halogeneted,Halogenated organics
466,phenolate ,8.22,108-95-2 ,C1=CC=C(C=C1)[O-],N.A. ,,https://doi.org/10.1021/es00021a011,,halogeneted,Halogenated organics
467,3-hydroxypyridine ,7.41,109-00-2 ,C1=CC(=CN=C1)O,6,,https://doi.org/10.1016/S0010-8545(02)00034-6,,halogeneted,Halogenated organics
468,allylthiourea ,6.63,109-57-9 ,C=CCNC(=S)N,7,,https://doi.org/10.1111/j.1751-1097.1978.tb07557.x,,halogeneted,Halogenated organics
469,"2,4,6-tribromophenol ",6.43,118-79-6 ,C1=C(C=C(C(=C1Br)O)Br)Br,3,,https://doi.org/10.1039/C6EM00580B,,halogeneted,Halogenated organics
470,"2,4,6-tribromophenolate ",7.92,118-79-6 ,C1=C(C=C(C(=C1Br)[O-])Br)Br,12,,https://doi.org/10.1039/C6EM00580B,,halogeneted,Halogenated organics
471,2-nitro-4-methylphenolat e,7.45,119-33-5 ,CC1=CC=C(O)C([N+]([O-])=O)=C1,10,,https://doi.org/10.1080/02772249009357622,,cyclo,Aromatic & PAHs
472,methyl salicylate ,8.2,119-36-8 ,COC(=O)C1=CC=CC=C1O,10,,https://doi.org/10.1016/0045-6535(87)90004-X,,alcohol,Oxygenated organics
473,indole ,7.85,120-72-9 ,C1=CC=C2C(=C1)C=CN2,7.2,,https://doi.org/10.1111/j.1751-1097.1988.tb02864.x,,halogeneted,Halogenated organics
474,"2,4-dichlorophenol ",6.71,120-83-2 ,C1=CC(=C(C=C1Cl)Cl)O,6,,https://doi.org/10.1021/es00021a011,,halogeneted,Halogenated organics
475,"2,4-dichlorophenolate ",8.16,120-83-2 ,C1=CC(=C(C=C1Cl)Cl)[O-],9.6,,https://doi.org/10.1021/es00021a011，https://doi.org/10.1016/0045-6535(87)90004-X,,halogeneted,Halogenated organics
476,"1,4-dihydroxybenzene ",7.58,123-31-9 ,C1=CC(=CC=C1O)O,N.A. ,,https://doi.org/10.1021/es00021a011,,halogeneted,Halogenated organics
477,"5,5-dimethyl-1,3-cyclohe xandione ",8.15,126-81-8 ,CC(CC(C1)=O)(CC1=O)C,N.A. ,,https://doi.org/10.1002/bip.10559,,alkane,Aliphatic hydrocarbons
478,benzophenone-3 ,5.3,131-57-7 ,COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,6.5,,https://doi.org/10.1016/j.scitotenv.2013.05.090,,alcohol,Oxygenated organics
479,1-aminonaphthalene ,7.36,134-32-7 ,C1=CC=C2C(=C1)C=CC=C2N,7,,https://doi.org/10.1016/S1010-6030(99)00172-0,,cyclo,Aromatic & PAHs
480,"N,N-dimethyl-4-nitrosoa niline ",7.83,138-89-6 ,CN(C1=CC=C(N=O)C=C1)C,N.A. ,,https://doi.org/10.1016/1011-1344(91)80116-Y,,halogeneted,Halogenated organics
481,4-t-Octylphenol ,4.53,140-66-9 ,CC(C)(C)CC(C)(C)C1=CC=C(C=C1)O,7,,https://doi.org/10.1016/j.cattod.2010.03.040,,alkane,Aliphatic hydrocarbons
482,8-hydroxyquinoline ,6.9,148-24-3 ,C1=CC2=C(C(=C1)O)N=CC=C2,6,,https://doi.org/10.1016/S0010-8545(02)00034-6,,cyclo,Aromatic & PAHs
483,3-methoxyphenol ,7.11,150-19-6 ,COC1=CC=CC(=C1)O,N.A. ,,https://doi.org/10.1021/es00021a011,,alcohol,Oxygenated organics
484,3-methoxyphenolate ,8.45,150-19-6 ,COC1=CC=CC(=C1)[O-],N.A. ,,https://doi.org/10.1021/es00021a011,,alcohol,Oxygenated organics
485,4-methoxyphenol ,7.34,150-76-5 ,COC1=CC=C(C=C1)O,N.A. ,,https://doi.org/10.1021/es00021a011,,alcohol,Oxygenated organics
486,4-methoxyphenolate ,8.82,150-76-5 ,COC1=CC=C(C=C1)[O-],N.A. ,,https://doi.org/10.1021/es00021a011,,alcohol,Oxygenated organics
487,triethylenediamine ,8.45,280-57-9 ,C1CN2CCN1CC2,8,,https://doi.org/10.1111/j.1751-1097.1980.tb02545.x,,halogeneted,Halogenated organics
488,imidazole ,7.57,288-32-4 ,C1=CN=CN1,7.1,,https://doi.org/10.1111/j.1751-1097.1978.tb06973.x?urlappend=%3Futm_source%3Dresearchgate.net%26utm_medium%3Darticle，https://doi.org/10.1111/j.1751-1097.1977.tb07443.x,,halogeneted,Halogenated organics
489,8-methoxypsoralen ,9.2,298-81-7 ,COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2,N.A. ,,https://doi.org/10.1016/j.jphotochem.2019.04.029,,alcohol,Oxygenated organics
490,carnosine ,8.11,305-84-0 ,C1=C(NC=N1)C[C@@H](C(=O)O)NC(=O)CCN,7.4,,https://doi.org/10.1016/j.jphotochem.2007.01.005,,halogeneted,Halogenated organics
491,diuron ,5.46,330-54-1 ,CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl,8.5,,https://doi.org/10.1021/es3030808,,halogeneted,Halogenated organics
492,diethylsulfide ,7.26,352-93-2 ,CCSCC,7,,https://doi.org/10.1016/0045-6535(87)90004-X,,"sulfide, disulfide",Sulfur-containing organics
493,genistein ,7.53,446-72-0 ,C1=CC(=CC=C1C2=COC3=CC(=CC(=C3C2=O)O)O)O,8.0 8.5 ,,https://doi.org/10.1021/es300041f，https://doi.org/10.1021/es301205a,,diol,Polyfunctional / highly functionalized
494,diadzein ,7.26,486-66-8 ,C1=CC(=CC=C1C2=COC3=C(C2=O)C=CC(=C3)O)O,8.5,,https://doi.org/10.1021/es300041f,,halogeneted,Halogenated organics
495,biochanin A ,7.83,491-80-5 ,COC1=CC=C(C=C1)C2=COC3=CC(=CC(=C3C2=O)O)O,8,,https://doi.org/10.1021/es301205a,,diol,Polyfunctional / highly functionalized
496,"2,4,6-trimethylphenol ",6.51,527-60-6 ,CC1=CC(=C(C(=C1)C)O)C,3,,https://doi.org/10.1039/C6EM00580B,,alkane,Aliphatic hydrocarbons
497,"2,4,6-trimethylphenolate ",8.78,527-60-6 ,CC1=CC(=C(C(=C1)C)[O-])C,12,,https://doi.org/10.1039/C6EM00580B,,alkane,Aliphatic hydrocarbons
498,flufenamic acid ,7.11,530-78-9 ,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F,7.5,,https://doi.org/10.1039/c7em00079k,,halogeneted,Halogenated organics
499,equol ,7.6,531-95-3 ,C1[C@H](COC2=C1C=CC(=C2)O)C3=CC=C(C=C3)O,8,,https://doi.org/10.1021/es301205a,,halogeneted,Halogenated organics
500,sesamol ,7.98,533-31-3 ,C1OC2=C(O1)C=C(C=C2)O,3,,https://doi.org/10.1039/C6EM00580B,,alcohol,Oxygenated organics
501,sesamol ,9.29,533-31-3 ,C1OC2=C(O1)C=C(C=C2)O,12,,https://doi.org/10.1039/C6EM00580B,,alcohol,Oxygenated organics
502,2-methylfuran ,7.88,534-22-5 ,CC1=CC=CO1,7,,https://doi.org/10.1016/0009-2614(78)85130-6,,alkane,Aliphatic hydrocarbons
503,"4,6-dinitro-2-methylphen olate ",5.1,534-52-1 ,OC1=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C1C,N.A. ,,https://doi.org/10.1021/es00021a011,,diol,Polyfunctional / highly functionalized
504,3-nitrophenol ,6.47,554-84-7 ,C1=CC(=CC(=C1)O)[N+](=O)[O-],3,,https://doi.org/10.1039/C6EM00580B，https://doi.org/10.1021/es00021a011,,halogeneted,Halogenated organics
505,3-nitrophenolate ,7.61,554-84-7 ,C1=CC(=CC(=C1)[O-])[N+](=O)[O-],12,,https://doi.org/10.1039/C6EM00580B，https://doi.org/10.1021/es00021a011,,halogeneted,Halogenated organics
506,glycyl-L-methionine ,7.11,554-94-9 ,CSCC[C@@H](C(=O)O)NC(=O)CN,7,,https://doi.org/10.1111/j.1751-1097.1993.tb02317.x,,"sulfide, disulfide",Sulfur-containing organics
507,"2,6-dimethylphenol ",6.71,576-26-1 ,CC1=C(C(=CC=C1)C)O,3,,https://doi.org/10.1039/C6EM00580B,,alkane,Aliphatic hydrocarbons
508,"2,6-dimethylphenolate ",8.02,576-26-1 ,CC1=C(C(=CC=C1)C)[O-],12,,https://doi.org/10.1039/C6EM00580B,,alkane,Aliphatic hydrocarbons
509,N-methylthiourea ,6.3,598-52-7 ,CNC(=S)N,7.1,,https://doi.org/10.1111/j.1751-1097.1978.tb06973.x?urlappend=%3Futm_source%3Dresearchgate.net%26utm_medium%3Darticle,,halogeneted,Halogenated organics
510,"2,6-dinitro-4-methylphen olate ",7.16,609-93-8 ,[O-][N+](C(C=C(C)C=C1[N+]([O-])=O)=C1O)=O,N.A. ,,https://doi.org/10.1021/es00021a011,,diol,Polyfunctional / highly functionalized
511,chlorohydroquinone ,7.23,615-67-8 ,C1=CC(=C(C=C1O)Cl)O,N.A. ,,https://doi.org/10.1016/1010-6030(91)85079-V,,halogeneted,Halogenated organics
512,"2,5-dimethylfuran ",9.08,625-86-5 ,CC1=CC=C(O1)C,N.A. ,,https://doi.org/10.1016/0045-6535(87)90004-X，https://doi.org/10.1246/bcsj.51.379,,alkane,Aliphatic hydrocarbons
513,meclofenamic acid ,7.45,644-62-2 ,CC1=C(C(=C(C=C1)Cl)NC2=CC=CC=C2C(=O)O)Cl,7.5,,https://doi.org/10.1039/c7em00079k,,cyclo,Aromatic & PAHs
514,4-cyanophenol ,5.38,767-00-0 ,C1=CC(=CC=C1C#N)O,N.A. ,,https://doi.org/10.1021/es00021a011,,halogeneted,Halogenated organics
515,4-cyanophenolate ,6.79,767-00-0 ,C1=CC(=CC=C1C#N)[O-],N.A. ,,https://doi.org/10.1021/es00021a011,,halogeneted,Halogenated organics
516,bisphenol Z ,6.68,843-55-0 ,C1CCC(CC1)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,3,,https://doi.org/10.1039/C6EM00580B,,halogeneted,Halogenated organics
517,bisphenol Z ,7.74,843-55-0 ,C1CCC(CC1)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,12,,https://doi.org/10.1039/C6EM00580B,,halogeneted,Halogenated organics
518,"2,3,5-trichlorophenol ",5.17,933-78-8 ,C1=C(C=C(C(=C1O)Cl)Cl)Cl,3,,https://doi.org/10.1039/C6EM00580B,,halogeneted,Halogenated organics
519,2-methyl-3-hydroxypyrid ine ,7.72,1121-25-1 ,CC1=NC=CC=C1O,7,,https://doi.org/10.1016/S1010-6030(99)00115-X,,cyclo,Aromatic & PAHs
520,bisphenol AF ,8.04,1478-61-1 ,C1=CC(=CC=C1C(C2=CC=C(C=C2)O)(C(F)(F)F)C(F)(F)F)O,12,,https://doi.org/10.1039/C6EM00580B,,halogeneted,Halogenated organics
521,bisphenol AP ,7.34,1571-75-1 ,CC(C1=CC=CC=C1)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,12,,https://doi.org/10.1039/C6EM00580B,,alkane,Aliphatic hydrocarbons
522,clopyralid ,5.85,1702-17-6 ,C1=CC(=NC(=C1Cl)C(=O)O)Cl,8.5,,https://doi.org/10.1021/es3030808,,halogeneted,Halogenated organics
523,"2,2-dihydroxybiphenyl ",7.34,1806-29-7 ,C1C=CC=C(C1(O)O)C2=CC=CC=C2,11,,https://doi.org/10.1016/0045-6535(93)90113-J,,cyclo,Aromatic & PAHs
524,atrazine ,5.3,1912-24-9 ,CCNC1=NC(=NC(=N1)Cl)NC(C)C,8.5,,https://doi.org/10.1021/es3030808,,alkane,Aliphatic hydrocarbons
525,glycyl-L-tryptophan ,7.75,2390-74-1 ,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)NC(=O)CN,7,,https://doi.org/10.1016/1011-1344(91)80212-Z,,halogeneted,Halogenated organics
526,"2,2,6,6-tetramethyl-4-pip eridinol ",7.6,2403-88-5 ,CC(NC(C)(C1)C)(CC1O)C,8,,https://doi.org/10.1111/j.1751-1097.1980.tb02545.x,,alkane,Aliphatic hydrocarbons
527,glycyl-L-histidine ,7.92,2489-13-6 ,C1=C(NC=N1)C[C@@H](C(=O)O)NC(=O)CN,7,,https://doi.org/10.1111/j.1751-1097.1993.tb02317.x,,halogeneted,Halogenated organics
528,L-histidylglycine ,7.82,2578-58-7 ,C1=C(NC=N1)C[C@@H](C(=O)NCC(=O)O)N,7,,https://doi.org/10.1111/j.1751-1097.1993.tb02317.x,,halogeneted,Halogenated organics
529,chlorpyrifos ,6.28,2921-88-2 ,CCOP(=S)(OCC)OC1=NC(=C(C=C1Cl)Cl)Cl,8.5,,https://doi.org/10.1021/es3030808,,alcohol,Oxygenated organics
530,α-phenyl-n-tert-butylnitr one,8.15,3376-24-7 ,[O-]/[N+](C(C)(C)C)=C\C1=CC=CC=C1,N.A. ,,https://ui.adsabs.harvard.edu/link_gateway/1980JAChS.102.7778H/doi:10.1021/ja00546a024,,cyclo,Aromatic & PAHs
531,triclosan ,6.48,3380-34-5 ,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,5,,https://doi.org/10.1897/04-243r.1,,alcohol,Oxygenated organics
532,triclosan ,8.04,3380-34-5 ,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,10,,https://doi.org/10.1897/04-243r.1,,alcohol,Oxygenated organics
533,"4-hydroxy-2,2,6,6-tetram ethylpiperidine ",7.6,3637/10/3,ON(C(C)(C1)C)C(C)(CC1O)C,7.4,,https://doi.org/10.1016/j.jphotochem.2012.03.012,,halogeneted,Halogenated organics
534,dihydrofolate ,8.72,4033-27-6 ,C1C(=NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O,7,,https://doi.org/10.1021/jp071278h,,halogeneted,Halogenated organics
535,2’-HO-BDE-28 ,6.46,4656-58-0 ,C1=CC(=C(C=C1Br)O)OC2=C(C=C(C=C2)Br)Br,6,,https://doi.org/10.1016/j.chemosphere.2012.06.033,11026242.0,alcohol,Oxygenated organics
536,2’-HO-BDE-28 ,8.28,4656-58-0 ,C1=CC(=C(C=C1Br)O)OC2=C(C=C(C=C2)Br)Br,9,,https://doi.org/10.1016/j.chemosphere.2012.06.033,11026242.0,alcohol,Oxygenated organics
537,"1,3-diphenylisobenzofura n",9.62,5471-63-6 ,C12=C(C3=CC=CC=C3)OC(C4=CC=CC=C4)=C1C=CC=C2,N.A. ,,https://doi.org/10.1016/S1010-6030(99)00115-X,,alcohol,Oxygenated organics
538,tetramethylbisphenol ,6.08,5613-46-7 ,OC1=C(C)C=C(C=C1C)C(C)(C)C2=CC(C)=C(O)C(C)=C2,N.A. ,,https://doi.org/10.1016/j.chemosphere.2008.06.013,,alcohol,Oxygenated organics
539,tetramethylbisphenolate ,8.15,5613-46-7 ,OC1=C(C)C=C(C=C1C)C(C)(C)C2=CC(C)=C(O)C(C)=C2,12,,https://doi.org/10.1016/j.chemosphere.2008.06.013,,alcohol,Oxygenated organics
540,2-bromo-3-hydroxypyridi ne,7.32,6602-32-0 ,OC1=CC=CN=C1Br,7,,https://doi.org/10.1016/S1010-6030(99)00115-X,,alcohol,Oxygenated organics
541,"7,8-dihydrobiopterin ",8.49,6779-87-9 ,C[C@@H]([C@@H](C1=NC2=C(NC1)N=C(NC2=O)N)O)O,7,,https://doi.org/10.1021/jp071278h,,halogeneted,Halogenated organics
542,10-methylanthracene ,6.98,7072-00-6 ,CC1=C2C(C=CC=C2)=C(C=O)C3=CC=CC=C31,7.4,,https://doi.org/10.1021/ja062990f,,cyclo,Aromatic & PAHs
543,tolfenamic acid ,7.11,13710-19-5 ,CC1=C(C=CC=C1Cl)NC2=CC=CC=C2C(=O)O,7.5,,https://doi.org/10.1039/c7em00079k,,cyclo,Aromatic & PAHs
544,alachlor ,5.52,15972-60-8 ,CCC1=C(C(=CC=C1)CC)N(COC)C(=O)CCl,8.5,,https://doi.org/10.1021/es3030808,,alkane,Aliphatic hydrocarbons
545,2-amino-3-hydroxypyridi ne,8.13,16867-03-1 ,OC1=CC=CN=C1N,7,,https://doi.org/10.1246/bcsj.51.379,,alcohol,Oxygenated organics
546,sepiapterin ,8.54,17094-01-8 ,C[C@@H](C(=O)C1=NC2=C(NC1)N=C(NC2=O)N)O,7,,https://doi.org/10.1021/jp071278h,,halogeneted,Halogenated organics
547,"7,8-dihydropterin ",8.51,17838-80-1 ,C1C=NC2=C(N1)N=C(NC2=O)N,7,,https://doi.org/10.1021/jp071278h,,halogeneted,Halogenated organics
548,metoxuron ,6.04,19937-59-8 ,CN(C)C(=O)NC1=CC(=C(C=C1)OC)Cl,8.5,,https://doi.org/10.1021/es3030808,,alcohol,Oxygenated organics
549,S-2-(3-aminopropylamin o) ethyl phosphorothioate ,6.87,20537-88-6 ,NCCCNCCSP(O)(O)=O,N.A. ,,https://doi.org/10.1111/j.1751-1097.1991.tb08464.x,,"sulfide, disulfide",Sulfur-containing organics
550,cyanazine ,5.23,21725-46-2 ,CCNC1=NC(=NC(=N1)Cl)NC(C)(C)C#N,8.5,,https://doi.org/10.1021/es3030808,,alkane,Aliphatic hydrocarbons
551,diflunisal ,6.28,22494-42-4 ,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O,7,,https://doi.org/10.1111/php.12114,,halogeneted,Halogenated organics
552,terbutaline ,6.85,23031-25-6 ,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O,7,,https://doi.org/10.1016/j.watres.2013.08.029,,diol,Polyfunctional / highly functionalized
553,amoxicillin ,4.16,26787-78-0 ,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C,7,,https://doi.org/10.1016/j.watres.2010.08.024,,alkane,Aliphatic hydrocarbons
554,atenolol ,3.93,29122-68-7 ,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,7,,https://doi.org/10.1016/j.scitotenv.2012.03.031,,alkane,Aliphatic hydrocarbons
555,isoproturon ,6.0,34123-59-6 ,CC(C)C1=CC=C(C=C1)NC(=O)N(C)C,8.5,,https://doi.org/10.1021/es3030808,,alkane,Aliphatic hydrocarbons
556,acetochlor ,5.72,34256-82-1 ,CCC1=CC=CC(=C1N(COCC)C(=O)CCl)C,8.5,,https://doi.org/10.1021/es3030808,,alkane,Aliphatic hydrocarbons
557,metoprolol ,3.8,37350-58-6 ,CC(C)NCC(COC1=CC=C(C=C1)CCOC)O,7,,https://doi.org/10.1016/j.scitotenv.2012.03.031,,alcohol,Oxygenated organics
558,"2-dimethylamino-5,6-di methylpyrimidin-4-ol ",7.91,40778-16-3 ,CC1=C(N=C(N(C)C)N=C1C)O,7,,https://doi.org/10.1002/ps.2780140415,,cyclo,Aromatic & PAHs
559,nadolol ,3.96,42200-33-9 ,CC(C)(C)NCC(COC1=CC=CC2=C1C[C@@H]([C@@H](C2)O)O)O,7,,https://doi.org/10.1016/j.scitotenv.2012.03.031,,diol,Polyfunctional / highly functionalized
560,metolachlor ,5.64,51218-45-2 ,CCC1=CC=CC(=C1N(C(C)COC)C(=O)CCl)C,8.5,,https://doi.org/10.1021/es3030808,,alcohol,Oxygenated organics
561,cimetidine ,7.96,51481-61-9 ,CC1=C(N=CN1)CSCCNC(=NC)NC#N,6.9,,https://doi.org/10.1039/c7em00079k,,"sulfide, disulfide",Sulfur-containing organics
562,trolox ,8.34,53188-07-1 ,CC1=C(C2=C(CCC(O2)(C)C(=O)O)C(=C1O)C)C,6,,https://doi.org/10.1016/1011-1344(95)07137-Q,,alkane,Aliphatic hydrocarbons
563,tyrosine ,7.43,55520-40-6 ,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,7,,https://doi.org/10.1016/1011-1344(91)80212-Z,,halogeneted,Halogenated organics
564,propiconazole ,6.59,60207-90-1 ,CCCC1COC(O1)(CN2C=NC=N2)C3=C(C=C(C=C3)Cl)Cl,8.5,,https://doi.org/10.1021/es3030808,,alcohol,Oxygenated organics
565,paroxetine ,8.07,61869-08-7 ,C1CNC[C@H]([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,7,,https://doi.org/10.1016/j.scitotenv.2016.12.008,,diol,Polyfunctional / highly functionalized
